id,created_at,updated_at,observed_on,observed_on_time,iconic_taxon,taxon_id,taxon_rank,taxon_name,latitude,longitude,place_name,quality_grade,user_id,user_login,license_obs,num_identification_agreements,num_identification_disagreements,kingdom,phylum,class,order,family,genus,marine
120118,2023-05-02,2023-05-02,2023-04-30,00:24:00,actinopterygii,34798,species,Diplodus vulgaris,41.3837211,2.1957567,"Somorrostro beach, Barcelona, Espagne",research,538,maelg,cc-by-nc,1,0,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Diplodus,True
120117,2023-05-02,2023-05-02,2023-04-30,00:20:00,actinopterygii,34805,species,Sarpa salpa,41.3837211,2.1957567,"Somorrostro beach, Barcelona, Espagne",research,538,maelg,cc-by-nc,1,0,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Sarpa,True
120116,2023-05-02,2023-05-02,2023-04-30,00:19:00,cnidaria,252904,species,Pelagia noctiluca,41.3837211,2.1957567,"Somorrostro beach, Barcelona, Espagne",research,538,maelg,cc-by-nc,1,0,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Pelagia,True
120107,2023-05-02,2023-05-22,2023-04-30,14:55:00,actinopterygii,250654,species,Chelon labrosus,41.3837317905,2.1957206726,"La Barceloneta, Barcelona, España",research,535,alex_cerdan,cc-by-nc,2,0,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Chelon,True
120106,2023-05-02,2023-05-02,2023-04-30,14:55:00,actinopterygii,35250,species,Parablennius pilicornis,41.3837317905,2.1957206726,"La Barceloneta, Barcelona, España",research,535,alex_cerdan,cc-by-nc,1,0,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Parablennius,True
120105,2023-05-02,2023-05-02,2023-04-30,14:55:00,actinopterygii,240399,species,Tripterygion tripteronotum,41.3837317905,2.1957206726,"La Barceloneta, Barcelona, España",research,535,alex_cerdan,cc-by-nc,1,0,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Tripterygion,True
120098,2023-05-02,2023-05-02,2023-04-30,14:28:00,actinopterygii,12553,species,Diplodus sargus,41.3837639898,2.1957206726,"La Barceloneta, Barcelona, España",research,535,alex_cerdan,cc-by-nc,1,0,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Diplodus,True
120097,2023-05-02,2023-05-02,2023-04-30,14:28:00,actinopterygii,35216,species,Symphodus tinca,41.3837639898,2.1957206726,"La Barceloneta, Barcelona, España",research,535,alex_cerdan,cc-by-nc,1,0,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Symphodus,True
120096,2023-05-02,2023-05-22,2023-04-30,14:28:00,actinopterygii,34847,species,Gobius cobitis,41.3837639898,2.1957206726,"La Barceloneta, Barcelona, España",research,535,alex_cerdan,cc-by-nc,2,0,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gobius,True
120095,2023-05-02,2023-05-02,2023-04-30,14:28:00,cnidaria,252904,species,Pelagia noctiluca,41.3837639898,2.1957206726,"La Barceloneta, Barcelona, España",research,535,alex_cerdan,cc-by-nc,1,0,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Pelagia,True
120094,2023-05-02,2023-05-02,2023-04-30,14:28:00,echinodermata,240406,species,Arbacia lixula,41.3837639898,2.1957206726,"La Barceloneta, Barcelona, España",research,535,alex_cerdan,cc-by-nc,1,0,Animalia,Echinodermata,Echinoidea,Arbacioida,Arbaciidae,Arbacia,True
120093,2023-05-02,2023-05-02,2023-04-30,14:28:00,echinodermata,34848,species,Paracentrotus lividus,41.3837639898,2.1957206726,"La Barceloneta, Barcelona, España",research,535,alex_cerdan,cc-by-nc,1,0,Animalia,Echinodermata,Echinoidea,Camarodonta,Parechinidae,Paracentrotus,True
120092,2023-05-02,2023-05-02,2023-04-30,14:28:00,echinodermata,34848,species,Paracentrotus lividus,41.3837639898,2.1957206726,"La Barceloneta, Barcelona, España",research,535,alex_cerdan,cc-by-nc,1,0,Animalia,Echinodermata,Echinoidea,Camarodonta,Parechinidae,Paracentrotus,True
120091,2023-05-02,2023-05-02,2023-04-30,14:28:00,cnidaria,35220,species,Anemonia viridis,41.3837639898,2.1957206726,"La Barceloneta, Barcelona, España",research,535,alex_cerdan,cc-by-nc,1,0,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,True
120090,2023-05-02,2023-05-02,2023-04-30,14:28:00,mollusca,53500,species,Stramonita haemastoma,41.3837639898,2.1957206726,"La Barceloneta, Barcelona, España",research,535,alex_cerdan,cc-by-nc,1,0,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Stramonita,True
120089,2023-05-02,2023-05-02,2023-04-30,14:28:00,echinodermata,240406,species,Arbacia lixula,41.3837639898,2.1957206726,"La Barceloneta, Barcelona, España",research,535,alex_cerdan,cc-by-nc,1,0,Animalia,Echinodermata,Echinoidea,Arbacioida,Arbaciidae,Arbacia,True
120088,2023-05-02,2023-05-02,2023-04-30,14:28:00,actinopterygii,35250,species,Parablennius pilicornis,41.3837639898,2.1957206726,"La Barceloneta, Barcelona, España",research,535,alex_cerdan,cc-by-nc,1,0,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Parablennius,True
120087,2023-05-02,2023-05-02,2023-04-30,14:28:00,cnidaria,252904,species,Pelagia noctiluca,41.3837639898,2.1957206726,"La Barceloneta, Barcelona, España",research,535,alex_cerdan,cc-by-nc,1,0,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Pelagia,True
120086,2023-05-02,2023-05-02,2023-04-30,14:28:00,echinodermata,240406,species,Arbacia lixula,41.3837639898,2.1957206726,"La Barceloneta, Barcelona, España",research,535,alex_cerdan,cc-by-nc,1,0,Animalia,Echinodermata,Echinoidea,Arbacioida,Arbaciidae,Arbacia,True
120085,2023-05-02,2023-05-02,2023-04-30,14:28:00,mollusca,53500,species,Stramonita haemastoma,41.3837639898,2.1957206726,"La Barceloneta, Barcelona, España",research,535,alex_cerdan,cc-by-nc,1,0,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Stramonita,True
120084,2023-05-02,2023-05-02,2023-04-30,14:28:00,actinopterygii,35045,species,Microlipophrys canevae,41.3837639898,2.1957206726,"La Barceloneta, Barcelona, España",research,535,alex_cerdan,cc-by-nc,1,0,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Microlipophrys,True
120083,2023-05-02,2023-05-02,2023-04-30,14:28:00,chromista,35106,species,Padina pavonica,41.3837639898,2.1957206726,"La Barceloneta, Barcelona, España",research,535,alex_cerdan,cc-by-nc,1,0,Chromista,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Padina,True
120082,2023-05-02,2023-05-02,2023-04-30,14:28:00,actinopterygii,35120,species,Gobius incognitus,41.3837639898,2.1957206726,"La Barceloneta, Barcelona, España",research,535,alex_cerdan,cc-by-nc,1,0,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gobius,True
120081,2023-05-02,2023-05-02,2023-04-30,14:28:00,cnidaria,252904,species,Pelagia noctiluca,41.3837639898,2.1957206726,"La Barceloneta, Barcelona, España",research,535,alex_cerdan,cc-by-nc,1,0,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Pelagia,True
120080,2023-05-02,2023-05-02,2023-04-30,14:28:00,mollusca,53500,species,Stramonita haemastoma,41.3837639898,2.1957206726,"La Barceloneta, Barcelona, España",research,535,alex_cerdan,cc-by-nc,1,0,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Stramonita,True
120060,2023-05-02,2023-05-04,2023-04-28,09:16:00,aves,257473,species,Hydrocoloeus minutus,41.2787480795,2.0799155096,Platja del Remolar,research,15,mediambient_ajelprat,cc-by-nc,3,0,Animalia,Chordata,Aves,Ciconiiformes,Laridae,Hydrocoloeus,True
120059,2023-05-02,2023-05-04,2023-04-28,08:38:00,aves,158468,species,Ichthyaetus audouinii,41.2787480795,2.0799155096,Platja del Remolar,research,15,mediambient_ajelprat,cc-by-nc,2,0,Animalia,Chordata,Aves,Ciconiiformes,Laridae,Ichthyaetus,False
120058,2023-05-02,2023-05-04,2023-04-28,05:53:00,aves,249670,species,Serinus serinus,41.3194138596,2.0700491414,Camí de cal Pelut,research,15,mediambient_ajelprat,cc-by-nc,2,0,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Serinus,False
120057,2023-05-02,2023-05-04,2023-04-28,05:44:00,aves,249670,species,Serinus serinus,41.3194138596,2.0700491414,Camí de cal Pelut,research,15,mediambient_ajelprat,cc-by-nc,2,0,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Serinus,False
120056,2023-05-02,2023-05-04,2023-04-28,06:05:00,aves,249641,species,Galerida cristata,41.3194138596,2.0700491414,Camí de cal Pelut,research,15,mediambient_ajelprat,cc-by-nc,2,0,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Galerida,False
120055,2023-05-02,2023-05-04,2023-04-28,05:57:00,aves,248606,species,Falco tinnunculus,41.3194138596,2.0700491414,Camí de cal Pelut,research,15,mediambient_ajelprat,cc-by-nc,2,0,Animalia,Chordata,Aves,Ciconiiformes,Falconidae,Falco,False
120030,2023-05-02,2023-05-02,2023-05-01,09:54:00,insecta,18482,species,Oedemera nobilis,41.3681200063,2.0404326747,Parc Agrari,research,12,sonialinan,cc-by-nc,1,0,Animalia,Arthropoda,Insecta,Coleoptera,Oedemeridae,Oedemera,False
120029,2023-05-02,2023-05-04,2023-05-01,09:54:00,plantae,252415,species,Convolvulus arvensis,41.3681200063,2.0404326747,Parc Agrari,research,12,sonialinan,cc-by-nc,1,0,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Convolvulaceae,Convolvulus,False
120027,2023-05-02,2023-05-02,2023-05-01,09:48:00,insecta,257469,species,Acontia trabealis,41.3681200063,2.0404326747,Parc Agrari,research,12,sonialinan,cc-by-nc,1,0,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Acontia,False
120026,2023-05-02,2023-05-02,2023-05-01,09:46:00,insecta,252164,species,Coccinella septempunctata,41.3681200063,2.0404326747,Parc Agrari,research,12,sonialinan,cc-by-nc,1,0,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella,False
120023,2023-05-02,2023-05-04,2023-05-01,09:40:00,insecta,18482,species,Oedemera nobilis,41.3681200063,2.0404326747,Parc Agrari,research,12,sonialinan,cc-by-nc,2,0,Animalia,Arthropoda,Insecta,Coleoptera,Oedemeridae,Oedemera,False
120022,2023-05-02,2023-05-02,2023-05-01,09:38:00,insecta,18482,species,Oedemera nobilis,41.3681200063,2.0404326747,Parc Agrari,research,12,sonialinan,cc-by-nc,1,0,Animalia,Arthropoda,Insecta,Coleoptera,Oedemeridae,Oedemera,False
120021,2023-05-02,2023-05-02,2023-05-01,09:38:00,insecta,18482,species,Oedemera nobilis,41.3681200063,2.0404326747,Parc Agrari,research,12,sonialinan,cc-by-nc,1,0,Animalia,Arthropoda,Insecta,Coleoptera,Oedemeridae,Oedemera,False
120020,2023-05-02,2023-05-02,2023-05-01,09:56:00,insecta,18482,species,Oedemera nobilis,41.3681200063,2.0404326747,Parc Agrari,research,12,sonialinan,cc-by-nc,1,0,Animalia,Arthropoda,Insecta,Coleoptera,Oedemeridae,Oedemera,False
120019,2023-05-02,2023-05-02,2023-05-01,10:18:00,insecta,252782,species,Pararge aegeria,41.3681200063,2.0404326747,Parc Agrari,research,12,sonialinan,cc-by-nc,1,0,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Pararge,False
120013,2023-05-02,2023-05-02,2023-05-01,10:45:00,plantae,246657,species,Rubus ulmifolius,41.3700478717,2.041757686,"Barcelona, España",research,12,sonialinan,cc-by-nc,1,0,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,False
120012,2023-05-02,2023-05-02,2023-05-01,11:09:00,plantae,244804,species,Diplotaxis erucoides,41.3700478717,2.041757686,"Barcelona, España",research,12,sonialinan,cc-by-nc,1,0,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Diplotaxis,False
119956,2023-05-02,2023-05-02,2023-05-01,07:58:00,chromista,34968,species,Colpomenia sinuosa,41.3768066,2.1912409,"Sant Miquel, Barcelona, España",research,83,nuriasireni,cc-by-nc,1,0,Chromista,Ochrophyta,Phaeophyceae,Scytosiphonales,Scytosiphonaceae,Colpomenia,True
119955,2023-05-02,2023-05-02,2023-05-01,07:58:00,actinopterygii,35194,species,Thalassoma pavo,41.3768066,2.1912409,"Sant Miquel, Barcelona, España",research,83,nuriasireni,cc-by-nc,1,0,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Thalassoma,True
119954,2023-05-02,2023-05-02,2023-05-01,07:58:00,actinopterygii,35250,species,Parablennius pilicornis,41.3768066,2.1912409,"Sant Miquel, Barcelona, España",research,83,nuriasireni,cc-by-nc,1,0,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Parablennius,True
119953,2023-05-02,2023-05-02,2023-05-01,07:58:00,actinopterygii,240399,species,Tripterygion tripteronotum,41.3768066,2.1912409,"Sant Miquel, Barcelona, España",research,83,nuriasireni,cc-by-nc,1,0,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Tripterygion,True
119952,2023-05-02,2023-05-02,2023-05-01,07:58:00,actinopterygii,240399,species,Tripterygion tripteronotum,41.3768066,2.1912409,"Sant Miquel, Barcelona, España",research,83,nuriasireni,cc-by-nc,1,0,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Tripterygion,True
119950,2023-05-02,2023-05-02,2023-05-01,07:58:00,aves,253078,species,Phalacrocorax carbo,41.3768066,2.1912409,"Sant Miquel, Barcelona, España",research,83,nuriasireni,cc-by-nc,1,0,Animalia,Chordata,Aves,Ciconiiformes,Phalacrocoracidae,Phalacrocorax,True
119949,2023-05-02,2023-05-02,2023-05-01,07:58:00,actinopterygii,240399,species,Tripterygion tripteronotum,41.3768066,2.1912409,"Sant Miquel, Barcelona, España",research,83,nuriasireni,cc-by-nc,1,0,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Tripterygion,True
119948,2023-05-02,2023-05-02,2023-05-01,07:58:00,chromista,35063,species,Dictyota dichotoma,41.3768066,2.1912409,"Sant Miquel, Barcelona, España",research,83,nuriasireni,cc-by-nc,1,0,Chromista,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Dictyota,True
119947,2023-05-02,2023-05-02,2023-05-01,07:58:00,mollusca,53500,species,Stramonita haemastoma,41.3768066,2.1912409,"Sant Miquel, Barcelona, España",research,83,nuriasireni,cc-by-nc,1,0,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Stramonita,True
119946,2023-05-02,2023-05-02,2023-05-01,07:58:00,echinodermata,34848,species,Paracentrotus lividus,41.3768066,2.1912409,"Sant Miquel, Barcelona, España",research,83,nuriasireni,cc-by-nc,1,0,Animalia,Echinodermata,Echinoidea,Camarodonta,Parechinidae,Paracentrotus,True
119945,2023-05-02,2023-05-02,2023-05-01,07:58:00,aves,243187,species,Larus michahellis,41.3768066,2.1912409,"Sant Miquel, Barcelona, España",research,83,nuriasireni,cc-by-nc,1,0,Animalia,Chordata,Aves,Ciconiiformes,Laridae,Larus,True
119944,2023-05-02,2023-05-03,2023-05-01,07:58:00,chromista,243011,species,Cutleria adspersa,41.3768066,2.1912409,"Sant Miquel, Barcelona, España",research,83,nuriasireni,cc-by-nc,2,0,Chromista,Ochrophyta,Phaeophyceae,Cutleriales,Cutleriaceae,Cutleria,True
119943,2023-05-02,2023-05-02,2023-05-01,07:58:00,chromista,35106,species,Padina pavonica,41.3768066,2.1912409,"Sant Miquel, Barcelona, España",research,83,nuriasireni,cc-by-nc,1,0,Chromista,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Padina,True
119942,2023-05-02,2023-05-02,2023-05-01,07:58:00,echinodermata,34848,species,Paracentrotus lividus,41.3768066,2.1912409,"Sant Miquel, Barcelona, España",research,83,nuriasireni,cc-by-nc,1,0,Animalia,Echinodermata,Echinoidea,Camarodonta,Parechinidae,Paracentrotus,True
119941,2023-05-02,2023-05-02,2023-05-01,07:58:00,actinopterygii,240399,species,Tripterygion tripteronotum,41.3768066,2.1912409,"Sant Miquel, Barcelona, España",research,83,nuriasireni,cc-by-nc,1,0,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Tripterygion,True
119940,2023-05-02,2023-05-02,2023-05-01,07:58:00,chromista,34968,species,Colpomenia sinuosa,41.3768066,2.1912409,"Sant Miquel, Barcelona, España",research,83,nuriasireni,cc-by-nc,1,0,Chromista,Ochrophyta,Phaeophyceae,Scytosiphonales,Scytosiphonaceae,Colpomenia,True
119939,2023-05-02,2023-05-02,2023-04-30,07:52:00,cnidaria,252904,species,Pelagia noctiluca,41.3803678124,2.196159222,"La Barceloneta, Barcelona, España",research,83,nuriasireni,cc-by-nc,1,0,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Pelagia,True
119938,2023-05-02,2023-05-02,2023-04-30,07:52:00,cnidaria,252904,species,Pelagia noctiluca,41.3803678124,2.196159222,"La Barceloneta, Barcelona, España",research,83,nuriasireni,cc-by-nc,1,0,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Pelagia,True
119937,2023-05-02,2023-05-02,2023-04-30,07:52:00,mollusca,53500,species,Stramonita haemastoma,41.3803678124,2.196159222,"La Barceloneta, Barcelona, España",research,83,nuriasireni,cc-by-nc,1,0,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Stramonita,True
119936,2023-05-02,2023-05-02,2023-04-30,07:52:00,chromista,35063,species,Dictyota dichotoma,41.3803678124,2.196159222,"La Barceloneta, Barcelona, España",research,83,nuriasireni,cc-by-nc,1,0,Chromista,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Dictyota,True
119935,2023-05-02,2023-05-02,2023-04-30,07:52:00,chromista,35063,species,Dictyota dichotoma,41.3803678124,2.196159222,"La Barceloneta, Barcelona, España",research,83,nuriasireni,cc-by-nc,1,0,Chromista,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Dictyota,True
119934,2023-05-02,2023-05-02,2023-04-30,07:52:00,chromista,35063,species,Dictyota dichotoma,41.3803678124,2.196159222,"La Barceloneta, Barcelona, España",research,83,nuriasireni,cc-by-nc,1,0,Chromista,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Dictyota,True
119933,2023-05-02,2023-05-02,2023-04-30,07:52:00,actinopterygii,35250,species,Parablennius pilicornis,41.3803678124,2.196159222,"La Barceloneta, Barcelona, España",research,83,nuriasireni,cc-by-nc,1,0,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Parablennius,True
119931,2023-05-02,2023-05-02,2023-04-30,07:52:00,actinopterygii,240399,species,Tripterygion tripteronotum,41.3803678124,2.196159222,"La Barceloneta, Barcelona, España",research,83,nuriasireni,cc-by-nc,1,0,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Tripterygion,True
119930,2023-05-02,2023-05-02,2023-04-30,07:52:00,actinopterygii,240399,species,Tripterygion tripteronotum,41.3803678124,2.196159222,"La Barceloneta, Barcelona, España",research,83,nuriasireni,cc-by-nc,1,0,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Tripterygion,True
119929,2023-05-02,2023-05-02,2023-04-30,07:52:00,actinopterygii,240399,species,Tripterygion tripteronotum,41.3803678124,2.196159222,"La Barceloneta, Barcelona, España",research,83,nuriasireni,cc-by-nc,1,0,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Tripterygion,True
119928,2023-05-02,2023-05-02,2023-04-30,07:52:00,actinopterygii,240399,species,Tripterygion tripteronotum,41.3803678124,2.196159222,"La Barceloneta, Barcelona, España",research,83,nuriasireni,cc-by-nc,1,0,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Tripterygion,True
119927,2023-05-02,2023-05-02,2023-04-30,07:52:00,actinopterygii,35244,species,Parablennius sanguinolentus,41.3803678124,2.196159222,"La Barceloneta, Barcelona, España",research,83,nuriasireni,cc-by-nc,1,0,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Parablennius,True
119926,2023-05-02,2023-05-02,2023-04-30,07:52:00,cnidaria,34999,species,Actinia mediterranea,41.3803678124,2.196159222,"La Barceloneta, Barcelona, España",research,83,nuriasireni,cc-by-nc,1,0,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Actinia,True
119925,2023-05-02,2023-05-02,2023-04-30,07:52:00,mollusca,35098,species,Berghia coerulescens,41.3803678124,2.196159222,"La Barceloneta, Barcelona, España",research,83,nuriasireni,cc-by-nc,1,0,Animalia,Mollusca,Gastropoda,Nudibranchia,Aeolidiidae,Berghia,True
119924,2023-05-02,2023-05-02,2023-04-29,07:46:00,plantae,244641,species,Lithophyllum incrustans,41.3802389891,2.1954082061,"Playa de la Barceloneta, España",research,83,nuriasireni,cc-by-nc,1,0,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Lithophyllum,True
119923,2023-05-02,2023-05-02,2023-04-29,07:46:00,actinopterygii,35194,species,Thalassoma pavo,41.3802389891,2.1954082061,"Playa de la Barceloneta, España",research,83,nuriasireni,cc-by-nc,1,0,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Thalassoma,True
119922,2023-05-02,2023-05-02,2023-04-29,07:46:00,actinopterygii,35216,species,Symphodus tinca,41.3802389891,2.1954082061,"Playa de la Barceloneta, España",research,83,nuriasireni,cc-by-nc,1,0,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Symphodus,True
119921,2023-05-02,2023-05-02,2023-04-29,07:46:00,actinopterygii,240399,species,Tripterygion tripteronotum,41.3802389891,2.1954082061,"Playa de la Barceloneta, España",research,83,nuriasireni,cc-by-nc,1,0,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Tripterygion,True
119920,2023-05-02,2023-05-02,2023-04-29,07:46:00,actinopterygii,35120,species,Gobius incognitus,41.3802389891,2.1954082061,"Playa de la Barceloneta, España",research,83,nuriasireni,cc-by-nc,1,0,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gobius,True
119918,2023-05-02,2023-05-02,2023-04-29,07:46:00,cnidaria,252904,species,Pelagia noctiluca,41.3802389891,2.1954082061,"Playa de la Barceloneta, España",research,83,nuriasireni,cc-by-nc,1,0,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Pelagia,True
119917,2023-05-02,2023-05-02,2023-04-29,07:46:00,actinopterygii,34805,species,Sarpa salpa,41.3802389891,2.1954082061,"Playa de la Barceloneta, España",research,83,nuriasireni,cc-by-nc,1,0,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Sarpa,True
119916,2023-05-02,2023-05-02,2023-04-29,07:46:00,actinopterygii,35216,species,Symphodus tinca,41.3802389891,2.1954082061,"Playa de la Barceloneta, España",research,83,nuriasireni,cc-by-nc,1,0,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Symphodus,True
119915,2023-05-02,2023-05-02,2023-04-29,07:46:00,actinopterygii,34798,species,Diplodus vulgaris,41.3802389891,2.1954082061,"Playa de la Barceloneta, España",research,83,nuriasireni,cc-by-nc,1,0,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Diplodus,True
119913,2023-05-02,2023-05-02,2023-04-29,07:46:00,actinopterygii,35250,species,Parablennius pilicornis,41.3802389891,2.1954082061,"Playa de la Barceloneta, España",research,83,nuriasireni,cc-by-nc,1,0,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Parablennius,True
119840,2023-05-02,2023-10-18,2023-05-01,09:44:00,plantae,245857,species,Malva sylvestris,41.3549768,2.0474651,"Barcelona, Spain",research,218,bernatgel,cc-by,1,0,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Malvaceae,Malva,False
119839,2023-05-02,2023-10-18,2023-05-01,09:45:00,plantae,252415,species,Convolvulus arvensis,41.3549940997,2.0473721,"Barcelona, Spain",research,218,bernatgel,cc-by,1,0,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Convolvulaceae,Convolvulus,False
119838,2023-05-02,2023-10-18,2023-05-01,09:50:00,plantae,26561,species,Veronica persica,41.3546929997,2.0468812,"Barcelona, Spain",research,218,bernatgel,cc-by,1,0,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Scrophulariaceae,Veronica,False
119837,2023-05-02,2023-10-18,2023-05-01,10:13:00,insecta,18485,species,Oedemera flavipes,41.3554995,2.0481693,"Barcelona, Spain",research,218,bernatgel,cc-by,1,0,Animalia,Arthropoda,Insecta,Coleoptera,Oedemeridae,Oedemera,False
119814,2023-05-01,2023-12-21,2023-05-01,11:10:00,mollusca,245016,species,Doto paulinae,41.4050754706,2.2216133735,iDive BCN,research,4,xasalva,cc-by-nc,1,0,Animalia,Mollusca,Gastropoda,Nudibranchia,Dotidae,Doto,True
119813,2023-05-01,2023-12-21,2023-05-01,11:05:00,mollusca,254608,species,Doto dunnei,41.4050754706,2.2216133735,iDive BCN,research,4,xasalva,cc-by-nc,1,0,Animalia,Mollusca,Gastropoda,Nudibranchia,Dotidae,Doto,True
119812,2023-05-01,2023-12-21,2023-05-01,11:00:00,mollusca,257467,species,Lomanotus barlettai,41.4050754706,2.2216133735,iDive BCN,research,4,xasalva,cc-by-nc,1,0,Animalia,Mollusca,Gastropoda,Nudibranchia,Lomanotidae,Lomanotus,True
119811,2023-05-01,2023-12-21,2023-05-01,10:58:00,mollusca,254499,species,Trinchesia cuanensis,41.4050754706,2.2216133735,iDive BCN,research,4,xasalva,cc-by-nc,1,0,Animalia,Mollusca,Gastropoda,Nudibranchia,Tergipedidae,Trinchesia,True
119809,2023-05-01,2023-12-21,2023-05-01,10:55:00,animalia,246928,species,Microcosmus sabatieri,41.4050754706,2.2216133735,iDive BCN,research,4,xasalva,cc-by-nc,1,0,Animalia,Chordata,Ascidiacea,Pleurogona,Pyuridae,Microcosmus,True
119808,2023-05-01,2023-12-21,2023-05-01,10:53:00,mollusca,244625,species,Lithophaga lithophaga,41.4050754706,2.2216133735,iDive BCN,research,4,xasalva,cc-by-nc,1,0,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Lithophaga,True
119807,2023-05-01,2023-12-21,2023-05-01,10:52:00,actinopterygii,240428,species,Microlipophrys nigriceps,41.4050754706,2.2216133735,iDive BCN,research,4,xasalva,cc-by-nc,1,0,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Microlipophrys,True
119806,2023-05-01,2023-12-21,2023-05-01,10:50:00,bryozoa,244233,species,Amathia lendigera,41.4050754706,2.2216133735,iDive BCN,research,4,xasalva,cc-by-nc,1,0,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia,True
119805,2023-05-01,2023-12-21,2023-05-01,10:49:00,mollusca,254300,species,Antiopella cristata,41.4050754706,2.2216133735,iDive BCN,research,4,xasalva,cc-by-nc,1,0,Animalia,Mollusca,Gastropoda,Nudibranchia,Janolidae,Antiopella,True
119804,2023-05-01,2023-12-21,2023-05-01,10:48:00,porifera,246214,species,Sycon ciliatum,41.4050754706,2.2216133735,iDive BCN,research,4,xasalva,cc-by-nc,1,0,Animalia,Porifera,Calcarea,Leucosolenida,Sycettidae,Sycon,True
119803,2023-05-01,2023-12-21,2023-05-01,10:47:00,mollusca,254329,species,Trinchesia ocellata,41.4050754706,2.2216133735,iDive BCN,research,4,xasalva,cc-by-nc,1,0,Animalia,Mollusca,Gastropoda,Nudibranchia,Tergipedidae,Trinchesia,True
