id,photos_id,iconic_taxon,taxon_name,photos_medium_url,user_login,latitude,longitude,license_photo,attribution,path
302165,404229,actinopterygii,Coris julis,https://minka-sdg.org/attachments/local_photos/files/404229/medium.jpeg,francesc_fabra,41.3696470827,2.1908015011,cc-by-nc,"(c) francesc_fabra, some rights reserved (CC BY-NC)",302165_404229.jpg
302164,404228,actinopterygii,Labrus merula,https://minka-sdg.org/attachments/local_photos/files/404228/medium.jpeg,francesc_fabra,41.3696470827,2.1908015011,cc-by-nc,"(c) francesc_fabra, some rights reserved (CC BY-NC)",302164_404228.jpg
302163,404226,actinopterygii,Chelon auratus,https://minka-sdg.org/attachments/local_photos/files/404226/medium.jpeg,francesc_fabra,41.3696470827,2.1908015011,cc-by-nc,"(c) francesc_fabra, some rights reserved (CC BY-NC)",302163_404226.jpg
302163,404227,actinopterygii,Chelon auratus,https://minka-sdg.org/attachments/local_photos/files/404227/medium.jpeg,francesc_fabra,41.3696470827,2.1908015011,cc-by-nc,"(c) francesc_fabra, some rights reserved (CC BY-NC)",302163_404227.jpg
302162,404225,actinopterygii,Symphodus tinca,https://minka-sdg.org/attachments/local_photos/files/404225/medium.jpeg,francesc_fabra,41.3696470827,2.1908015011,cc-by-nc,"(c) francesc_fabra, some rights reserved (CC BY-NC)",302162_404225.jpg
302161,404224,actinopterygii,Serranus scriba,https://minka-sdg.org/attachments/local_photos/files/404224/medium.jpeg,francesc_fabra,41.3696470827,2.1908015011,cc-by-nc,"(c) francesc_fabra, some rights reserved (CC BY-NC)",302161_404224.jpg
302160,404223,echinodermata,Paracentrotus lividus,https://minka-sdg.org/attachments/local_photos/files/404223/medium.jpeg,francesc_fabra,41.3696470827,2.1908015011,cc-by-nc,"(c) francesc_fabra, some rights reserved (CC BY-NC)",302160_404223.jpg
302159,404222,cnidaria,Anemonia viridis,https://minka-sdg.org/attachments/local_photos/files/404222/medium.jpeg,francesc_fabra,41.3696470827,2.1908015011,cc-by-nc,"(c) francesc_fabra, some rights reserved (CC BY-NC)",302159_404222.jpg
302158,404221,,Cystoseira,https://minka-sdg.org/attachments/local_photos/files/404221/medium.jpeg,francesc_fabra,41.3696470827,2.1908015011,cc-by-nc,"(c) francesc_fabra, some rights reserved (CC BY-NC)",302158_404221.jpg
302157,404220,actinopterygii,Serranus scriba,https://minka-sdg.org/attachments/local_photos/files/404220/medium.jpeg,francesc_fabra,41.3696470827,2.1908015011,cc-by-nc,"(c) francesc_fabra, some rights reserved (CC BY-NC)",302157_404220.jpg
302156,404218,porifera,Axinella,https://minka-sdg.org/attachments/local_photos/files/404218/medium.jpeg,francesc_fabra,41.3696470827,2.1908015011,cc-by-nc,"(c) francesc_fabra, some rights reserved (CC BY-NC)",302156_404218.jpg
302156,404219,porifera,Axinella,https://minka-sdg.org/attachments/local_photos/files/404219/medium.jpeg,francesc_fabra,41.3696470827,2.1908015011,cc-by-nc,"(c) francesc_fabra, some rights reserved (CC BY-NC)",302156_404219.jpg
302155,404217,cnidaria,Oculina patagonica,https://minka-sdg.org/attachments/local_photos/files/404217/medium.jpeg,francesc_fabra,41.3696470827,2.1908015011,cc-by-nc,"(c) francesc_fabra, some rights reserved (CC BY-NC)",302155_404217.jpg
302154,404216,actinopterygii,Parablennius,https://minka-sdg.org/attachments/local_photos/files/404216/medium.jpeg,francesc_fabra,41.3696470827,2.1908015011,cc-by-nc,"(c) francesc_fabra, some rights reserved (CC BY-NC)",302154_404216.jpg
302153,404215,mollusca,Phorcus turbinatus,https://minka-sdg.org/attachments/local_photos/files/404215/medium.jpeg,francesc_fabra,41.3696470827,2.1908015011,cc-by-nc,"(c) francesc_fabra, some rights reserved (CC BY-NC)",302153_404215.jpg
