id,photos_id,iconic_taxon,taxon_name,photos_medium_url,user_login,latitude,longitude,license_photo,attribution,path
261227,349950,aves,Saxicola rubicola,https://minka-sdg.org/attachments/local_photos/files/349950/medium.jpeg,mediambient_ajelprat,41.3408852357,2.084523478,cc-by-nc,"(c) mediambient_ajelprat, some rights reserved (CC BY-NC)",261227_349950.jpg
261227,349951,aves,Saxicola rubicola,https://minka-sdg.org/attachments/local_photos/files/349951/medium.jpeg,mediambient_ajelprat,41.3408852357,2.084523478,cc-by-nc,"(c) mediambient_ajelprat, some rights reserved (CC BY-NC)",261227_349951.jpg
261226,349948,aves,Passer montanus,https://minka-sdg.org/attachments/local_photos/files/349948/medium.jpeg,mediambient_ajelprat,41.3408852357,2.084523478,cc-by-nc,"(c) mediambient_ajelprat, some rights reserved (CC BY-NC)",261226_349948.jpg
261226,349949,aves,Passer montanus,https://minka-sdg.org/attachments/local_photos/files/349949/medium.jpeg,mediambient_ajelprat,41.3408852357,2.084523478,cc-by-nc,"(c) mediambient_ajelprat, some rights reserved (CC BY-NC)",261226_349949.jpg
261225,349947,aves,Ardeidae,https://minka-sdg.org/attachments/local_photos/files/349947/medium.jpeg,mediambient_ajelprat,41.3408852357,2.084523478,cc-by-nc,"(c) mediambient_ajelprat, some rights reserved (CC BY-NC)",261225_349947.jpg
261224,349946,aves,Ichthyaetus audouinii,https://minka-sdg.org/attachments/local_photos/files/349946/medium.jpeg,mediambient_ajelprat,41.2862166921,2.1033014288,cc-by-nc,"(c) mediambient_ajelprat, some rights reserved (CC BY-NC)",261224_349946.jpg
261223,349945,aves,Pica pica,https://minka-sdg.org/attachments/local_photos/files/349945/medium.jpeg,mediambient_ajelprat,41.3167519581,2.1108367871,cc-by-nc,"(c) mediambient_ajelprat, some rights reserved (CC BY-NC)",261223_349945.jpg
261222,349944,aves,Gallinula chloropus,https://minka-sdg.org/attachments/local_photos/files/349944/medium.jpeg,mediambient_ajelprat,41.3109733251,2.1093561562,cc-by-nc,"(c) mediambient_ajelprat, some rights reserved (CC BY-NC)",261222_349944.jpg
261221,349943,aves,Ardeidae,https://minka-sdg.org/attachments/local_photos/files/349943/medium.jpeg,mediambient_ajelprat,41.3404605341,2.0783311541,cc-by-nc,"(c) mediambient_ajelprat, some rights reserved (CC BY-NC)",261221_349943.jpg
261220,349942,aves,Serinus serinus,https://minka-sdg.org/attachments/local_photos/files/349942/medium.jpeg,mediambient_ajelprat,41.3326838709,2.0849650228,cc-by-nc,"(c) mediambient_ajelprat, some rights reserved (CC BY-NC)",261220_349942.jpg
261219,349941,aves,Muscicapa striata,https://minka-sdg.org/attachments/local_photos/files/349941/medium.jpeg,mediambient_ajelprat,41.3326838709,2.0849650228,cc-by-nc,"(c) mediambient_ajelprat, some rights reserved (CC BY-NC)",261219_349941.jpg
261194,349897,echinodermata,Holothuria tubulosa,https://minka-sdg.org/attachments/local_photos/files/349897/medium.jpeg,lordmansio,41.4087077257,2.2262699818,cc-by,"(c) lordmansio, some rights reserved (CC BY)",261194_349897.jpg
261193,349896,crustacea,Palaemon,https://minka-sdg.org/attachments/local_photos/files/349896/medium.jpeg,lordmansio,41.4086991222,2.2262496066,cc-by,"(c) lordmansio, some rights reserved (CC BY)",261193_349896.jpg
