id,created_at,updated_at,observed_on,observed_on_time,iconic_taxon,taxon_id,taxon_rank,taxon_name,latitude,longitude,obscured,place_name,quality_grade,user_id,user_login,license_obs,identifications_count,identifiers,num_identification_agreements,num_identification_disagreements,device,kingdom,phylum,class,order,family,genus
685584,2026-03-20,2026-03-24,2025-10-13,18:23:00,plantae,246807,species,Arundo donax,41.3628888889,2.1672555556,False,"Camí del Mar, Montjuïc, el Poble-sec, Sants-Montjuïc, Barcelona, Barcelonès, Barcelona, Catalonia, 08004, Spain",research,17670,karl_cajtak,cc-by,1,"karl_cajtak, karl_cajtak, xasalva",1,0,web,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Arundo
685583,2026-03-20,2026-03-24,2025-10-14,18:02:00,plantae,253693,species,Washingtonia filifera,41.3591111111,2.1568,False,"Sant Lluís, Montjuïc, el Poble-sec, Sants-Montjuïc, Barcelona, Barcelonès, Barcelona, Catalonia, 08004, Spain",research,17670,karl_cajtak,cc-by,1,"karl_cajtak, karl_cajtak, xasalva",1,0,web,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Washingtonia
685579,2026-03-20,2026-03-24,2025-10-14,17:59:00,plantae,246807,species,Arundo donax,41.3587694444,2.1582583333,False,"Plaça Mara de Déu del Carme, Montjuïc, el Poble-sec, Sants-Montjuïc, Barcelona, Barcelonès, Barcelona, Catalonia, 08004, Spain",research,17670,karl_cajtak,cc-by,1,"karl_cajtak, karl_cajtak, xasalva",1,0,web,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Arundo
667994,2026-01-20,2026-01-20,2025-10-14,16:55:37,plantae,248800,species,Ficus carica,41.36919,2.159155,False,"Montjuïc, Sants-Montjuïc, Barcelona, Spain",research,17706,edulg,cc-by,1,"edulg, verificador_1",1,0,web,Plantae,Tracheophyta,Magnoliopsida,Urticales,Moraceae,Ficus
667950,2026-01-20,2026-01-20,2025-10-09,14:08:26,insecta,249587,species,Nyctophila reichii,41.3618972222,2.1604472222,False,"Montjuïc, Sants-Montjuïc, Barcelona, Spain",research,17706,edulg,cc-by,1,"edulg, verificador_1",1,0,web,Animalia,Arthropoda,Insecta,Coleoptera,Lampyridae,Nyctophila
667949,2026-01-20,2026-01-20,2025-10-08,16:53:28,plantae,247483,species,Sambucus nigra,41.3699333333,2.1616266667,False,"El Poble-sec, Sants-Montjuïc, Barcelona, Spain",research,17706,edulg,cc-by,1,"edulg, verificador_1",1,0,web,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Sambucus
667930,2026-01-20,2026-01-20,2025-09-12,10:52:47,plantae,245428,species,Echinops ritro,41.3682316667,2.17011,False,"Montjuïc, Sants-Montjuïc, Barcelona, Spain",research,17706,edulg,cc-by,1,"edulg, xasalva",1,0,web,Plantae,Tracheophyta,Magnoliopsida,,,Echinops
667929,2026-01-20,2026-01-20,2025-09-12,10:41:12,plantae,50150,species,Phillyrea latifolia,41.3687616667,2.1701133333,False,"Montjuïc, Sants-Montjuïc, Barcelona, Spain",research,17706,edulg,cc-by,1,"edulg, xasalva",1,0,web,Plantae,Tracheophyta,Magnoliopsida,Scrophulariales,Oleaceae,Phillyrea
667928,2026-01-20,2026-01-20,2025-09-12,10:38:34,plantae,252283,species,Opuntia chisosensis,41.368865,2.170605,False,"Montjuïc, Sants-Montjuïc, Barcelona, Spain",research,17706,edulg,cc-by,1,"edulg, verificador_1",1,0,web,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia
667927,2026-01-20,2026-01-20,2025-09-12,10:38:01,plantae,263213,hybrid,Lantana × strigocamara,41.3689416667,2.170725,False,"Montjuïc, Sants-Montjuïc, Barcelona, Spain",research,17706,edulg,cc-by,2,"xasalva, loreto_rodriguez",2,0,web,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lantana
667926,2026-01-20,2026-01-20,2025-09-12,10:34:18,plantae,262090,species,Asparagus asparagoides,41.3688333333,2.1706033333,False,"Montjuïc, Sants-Montjuïc, Barcelona, Spain",research,17706,edulg,cc-by,1,"edulg, xasalva",1,0,web,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Asparagus
667924,2026-01-20,2026-01-20,2025-09-09,11:12:04,reptilia,156225,species,Tarentola mauritanica,41.3621463,2.1604827,False,"Montjuïc, Sants-Montjuïc, Barcelona, Spain",research,17706,edulg,cc-by,1,"edulg, verificador_1",1,0,web,Animalia,Chordata,Reptilia,Squamata,Phyllodactylidae,
667920,2026-01-20,2026-01-20,2025-09-03,12:56:15,aves,263509,species,Curruca iberiae,41.3621883333,2.1606166667,False,"Montjuïc, Sants-Montjuïc, Barcelona, Spain",research,17706,edulg,cc-by,1,"edulg, verificador_1",1,0,web,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Curruca
667916,2026-01-20,2026-01-20,2025-08-21,17:28:45,aves,247515,species,Ardea ibis,41.36358,2.1606816667,False,"Montjuïc, Sants-Montjuïc, Barcelona, Spain",research,17706,edulg,cc-by,1,"edulg, verificador_1",1,0,web,Animalia,Chordata,Aves,Ciconiiformes,Ardeidae,Ardea
