id,iconic_taxon,taxon_name,user_login,latitude,longitude,photos_id,photos_medium_url,license_photo,attribution,path
818778,elasmobranchii,Torpedo torpedo,aquakus,41.5908560291,2.5989338011,1145217,https://minka-sdg.org/attachments/local_photos/files/1145217/medium.jpeg,cc-by,"(c) Aquakus, some rights reserved (CC BY)",818778_1145217.jpeg
818778,elasmobranchii,Torpedo torpedo,aquakus,41.5908560291,2.5989338011,1145216,https://minka-sdg.org/attachments/local_photos/files/1145216/medium.jpeg,cc-by,"(c) Aquakus, some rights reserved (CC BY)",818778_1145216.jpeg
818775,actinopterygii,Dactylopterus volitans,aquakus,41.5912108456,2.599809207,1145213,https://minka-sdg.org/attachments/local_photos/files/1145213/medium.jpeg,cc-by,"(c) Aquakus, some rights reserved (CC BY)",818775_1145213.jpeg
818775,actinopterygii,Dactylopterus volitans,aquakus,41.5912108456,2.599809207,1145214,https://minka-sdg.org/attachments/local_photos/files/1145214/medium.jpeg,cc-by,"(c) Aquakus, some rights reserved (CC BY)",818775_1145214.jpeg
818775,actinopterygii,Dactylopterus volitans,aquakus,41.5912108456,2.599809207,1145212,https://minka-sdg.org/attachments/local_photos/files/1145212/medium.jpeg,cc-by,"(c) Aquakus, some rights reserved (CC BY)",818775_1145212.jpeg
818775,actinopterygii,Dactylopterus volitans,aquakus,41.5912108456,2.599809207,1145211,https://minka-sdg.org/attachments/local_photos/files/1145211/medium.jpeg,cc-by,"(c) Aquakus, some rights reserved (CC BY)",818775_1145211.jpeg
818775,actinopterygii,Dactylopterus volitans,aquakus,41.5912108456,2.599809207,1145210,https://minka-sdg.org/attachments/local_photos/files/1145210/medium.jpeg,cc-by,"(c) Aquakus, some rights reserved (CC BY)",818775_1145210.jpeg
818775,actinopterygii,Dactylopterus volitans,aquakus,41.5912108456,2.599809207,1145209,https://minka-sdg.org/attachments/local_photos/files/1145209/medium.jpeg,cc-by,"(c) Aquakus, some rights reserved (CC BY)",818775_1145209.jpeg
685584,plantae,Arundo donax,karl,41.3628888889,2.1672555556,947937,https://minka-sdg.org/attachments/local_photos/files/947937/medium.jpeg,cc-by,"(c) Lark, some rights reserved (CC BY)",685584_947937.jpeg
685583,plantae,Washingtonia filifera,karl,41.3591111111,2.1568,947936,https://minka-sdg.org/attachments/local_photos/files/947936/medium.jpeg,cc-by,"(c) Lark, some rights reserved (CC BY)",685583_947936.jpeg
